id,source,locality,city_zone,bhk_type,rent_monthly,deposit_amount,area_sqft,furnishing,near_metro,listing_date,scraped_at,listing_url,price_per_sqft
2883,kaggle,Mudhaliar layout,Other,1 BHK,9000,,500,Semi-Furnished,,2022-05-14,2026-06-05 22:46:37.485506,,18.00
2885,kaggle,Ullal Upnagar,Other,1 BHK,6000,,300,Semi-Furnished,,2022-06-19,2026-06-05 22:46:37.485506,,20.00
2886,kaggle,Guttahalli,Other,1 BHK,5000,,500,Semi-Furnished,,2022-06-12,2026-06-05 22:46:37.485506,,10.00
2887,kaggle,"Dr.Shivaram Karanth Nagar, Jakkuru",Other,2 BHK,16000,,1200,Unfurnished,,2022-05-11,2026-06-05 22:46:37.485506,,13.33
2888,kaggle,Koramangala,South,1 BHK,20000,,800,Semi-Furnished,,2022-07-06,2026-06-05 22:46:37.485506,,25.00
2891,kaggle,Basava Nagar,Other,1 BHK,12000,,600,Semi-Furnished,,2022-06-16,2026-06-05 22:46:37.485506,,20.00
2894,kaggle,whitefield,East,3 BHK,35000,,1800,Semi-Furnished,,2022-07-06,2026-06-05 22:46:37.485506,,19.44
2902,kaggle,Hesaraghatta Main Road,Other,1 BHK,5500,,600,Unfurnished,,2022-06-28,2026-06-05 22:46:37.485506,,9.17
2903,kaggle,Nri Layout,Other,2 BHK,10000,,700,Unfurnished,,2022-05-23,2026-06-05 22:46:37.485506,,14.29
2904,kaggle,"Konappana Agrahara, Electronic City",South,1 BHK,7000,,250,Semi-Furnished,,2022-07-07,2026-06-05 22:46:37.485506,,28.00
2906,kaggle,Bannerghatta Main Road,South,3 BHK,22000,,1450,Semi-Furnished,,2022-04-30,2026-06-05 22:46:37.485506,,15.17
2907,kaggle,"Hosa Road, off Hosur Road",Other,2 BHK,19000,,1221,Unfurnished,,2022-06-30,2026-06-05 22:46:37.485506,,15.56
2908,kaggle,"Dinnur, Hebbal",North,2 BHK,15000,,1250,Semi-Furnished,,2022-04-30,2026-06-05 22:46:37.485506,,12.00
2910,kaggle,"Doddanekundi, Kartik Nagar",Other,2 BHK,12000,,700,Semi-Furnished,,2022-05-19,2026-06-05 22:46:37.485506,,17.14
2912,kaggle,Attibele,Other,2 BHK,15000,,1200,Semi-Furnished,,2022-05-27,2026-06-05 22:46:37.485506,,12.50
2913,kaggle,"Devinagar, Outer Ring Road",Other,2 BHK,23000,,600,Semi-Furnished,,2022-05-27,2026-06-05 22:46:37.485506,,38.33
2914,kaggle,Electronic City,South,1 BHK,6500,,600,Semi-Furnished,,2022-05-27,2026-06-05 22:46:37.485506,,10.83
2916,kaggle,"Fci Layout, Deepanjali Nagar",Other,2 BHK,12000,,900,Unfurnished,,2022-05-09,2026-06-05 22:46:37.485506,,13.33
2919,kaggle,"Sinthan Nagar, Thanisandra",Other,3 BHK,32000,,1800,Semi-Furnished,,2022-05-14,2026-06-05 22:46:37.485506,,17.78
2920,kaggle,Kengeri Hobli,Other,1 BHK,8000,,416,Unfurnished,,2022-05-14,2026-06-05 22:46:37.485506,,19.23
2921,kaggle,Kodichikkanahalli Main Road,Other,2 BHK,10500,,600,Semi-Furnished,,2022-05-25,2026-06-05 22:46:37.485506,,17.50
2922,kaggle,"Mangammanapalya, Hosur Road",Other,1 BHK,6000,,400,Unfurnished,,2022-05-23,2026-06-05 22:46:37.485506,,15.00
2923,kaggle,Uttarahalli,Other,3 BHK,16000,,1200,Semi-Furnished,,2022-06-06,2026-06-05 22:46:37.485506,,13.33
2924,kaggle,Malleshwaram,West,3 BHK,45000,,1600,Semi-Furnished,,2022-06-27,2026-06-05 22:46:37.485506,,28.12
2925,kaggle,"Immadihalli, Whitefield",East,1 BHK,6000,,500,Semi-Furnished,,2022-06-16,2026-06-05 22:46:37.485506,,12.00
2926,kaggle,"Bydara Halli, Benson Town",Other,1 BHK,5000,,500,Semi-Furnished,,2022-05-23,2026-06-05 22:46:37.485506,,10.00
2927,kaggle,Yelahanka,North,3 BHK,14000,,1800,Semi-Furnished,,2022-05-01,2026-06-05 22:46:37.485506,,7.78
2928,kaggle,Electronic City,South,2 BHK,20000,,900,Furnished,,2022-06-04,2026-06-05 22:46:37.485506,,22.22
2930,kaggle,"Chikkana Layout, Kammanahalli",Other,1 BHK,5500,,600,Unfurnished,,2022-05-27,2026-06-05 22:46:37.485506,,9.17
2931,kaggle,"Langford Town, Shanti Nagar, Hosur Road",Other,3 BHK,55000,,1800,Unfurnished,,2022-05-27,2026-06-05 22:46:37.485506,,30.56
2932,kaggle,"Jaya Nagar Block 5, Jayanagar",South,2 BHK,15000,,976,Semi-Furnished,,2022-05-23,2026-06-05 22:46:37.485506,,15.37
2933,kaggle,Bommanahalli,South,1 BHK,8500,,350,Semi-Furnished,,2022-05-31,2026-06-05 22:46:37.485506,,24.29
2934,kaggle,Vidyaranyapura,Other,2 BHK,15000,,1100,Semi-Furnished,,2022-07-02,2026-06-05 22:46:37.485506,,13.64
2935,kaggle,"Guddadahalli, Mysore Road",Other,2 BHK,12000,,500,Unfurnished,,2022-05-23,2026-06-05 22:46:37.485506,,24.00
2936,kaggle,"Electronics City Phase 1, Electronic City",South,1 BHK,7500,,600,Semi-Furnished,,2022-05-22,2026-06-05 22:46:37.485506,,12.50
2900,kaggle,"Murugeshpalya, Airport Road",East,2 BHK,21000,,1100,Unfurnished,,2022-06-12,2026-06-05 22:46:37.485506,,19.09
2878,kaggle,Mahadevapura,East,1 BHK,15000,,600,Semi-Furnished,,2022-07-04,2026-06-05 22:46:37.485506,,25.00
2895,kaggle,C V Raman Nagar,East,1 BHK,7000,,400,Unfurnished,,2022-07-06,2026-06-05 22:46:37.485506,,17.50
2889,kaggle,Banaswadi,East,3 BHK,28000,,1281,Semi-Furnished,,2022-05-10,2026-06-05 22:46:37.485506,,21.86
2918,kaggle,"Ombr Layout, Banaswadi",East,2 BHK,12500,,500,Semi-Furnished,,2022-05-28,2026-06-05 22:46:37.485506,,25.00
2876,kaggle,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",South,2 BHK,20000,,1150,Unfurnished,,2022-04-28,2026-06-05 22:46:37.485506,,17.39
2890,kaggle,"Jp Nagar Phase 6, J P Nagar, Outer Ring Road",South,2 BHK,18000,,1450,Semi-Furnished,,2022-05-23,2026-06-05 22:46:37.485506,,12.41
2898,kaggle,"Yelachenahalli, Kumaraswamy Layout, Kanakapura Road",South,2 BHK,20000,,1100,Semi-Furnished,,2022-05-31,2026-06-05 22:46:37.485506,,18.18
2874,kaggle,Gottigere,South,2 BHK,18000,,1000,Semi-Furnished,,2022-06-23,2026-06-05 22:46:37.485506,,18.00
2896,kaggle,"Banashankari Stage 3, Banashankari",South,1 BHK,7500,,600,Unfurnished,,2022-06-22,2026-06-05 22:46:37.485506,,12.50
2892,kaggle,Mathikere,North,2 BHK,20000,,980,Furnished,,2022-06-04,2026-06-05 22:46:37.485506,,20.41
2917,kaggle,Mathikere,North,2 BHK,10000,,1000,Semi-Furnished,,2022-05-17,2026-06-05 22:46:37.485506,,10.00
2884,kaggle,"Jalahalli, Jalahalli, Outer Ring Road",North,3 BHK,31000,,1757,Semi-Furnished,,2022-07-07,2026-06-05 22:46:37.485506,,17.64
2909,kaggle,"Chikkasandra-Jalahalli West, Jalahalli West",North,2 BHK,10500,,700,Semi-Furnished,,2022-05-01,2026-06-05 22:46:37.485506,,15.00
2901,kaggle,Yeshwantpur,West,2 BHK,15000,,700,Semi-Furnished,,2022-05-27,2026-06-05 22:46:37.485506,,21.43
2937,kaggle,Bannerghatta Main Road,South,2 BHK,16000,,1100,Semi-Furnished,,2022-06-16,2026-06-05 22:46:37.485506,,14.55
2938,kaggle,"Hennur, Hennur Bagalur Road",Other,2 BHK,20000,,1150,Furnished,,2022-06-16,2026-06-05 22:46:37.485506,,17.39
2939,kaggle,Basava Nagar,Other,2 BHK,14500,,850,Semi-Furnished,,2022-06-16,2026-06-05 22:46:37.485506,,17.06
2940,kaggle,Meenakshi Layout Hosa Road,Other,1 BHK,6000,,600,Semi-Furnished,,2022-05-24,2026-06-05 22:46:37.485506,,10.00
2942,kaggle,"Kattigenahalli, Bellary Road",Other,1 BHK,7000,,300,Semi-Furnished,,2022-06-20,2026-06-05 22:46:37.485506,,23.33
2943,kaggle,Old Airport Road,Other,2 BHK,27500,,1130,Semi-Furnished,,2022-06-22,2026-06-05 22:46:37.485506,,24.34
2944,kaggle,Vijayanagar,South,2 BHK,18000,,1200,Unfurnished,,2022-06-04,2026-06-05 22:46:37.485506,,15.00
2945,kaggle,Varthur,Other,2 BHK,10000,,1000,Semi-Furnished,,2022-06-23,2026-06-05 22:46:37.485506,,10.00
2946,kaggle,"Electronics City Phase 1, Electronic City",South,3 BHK,31000,,1700,Furnished,,2022-05-05,2026-06-05 22:46:37.485506,,18.24
2948,kaggle,Btm Layout,South,1 BHK,11000,,300,Semi-Furnished,,2022-05-23,2026-06-05 22:46:37.485506,,36.67
2949,kaggle,"Peenya Industrial Area, Tumkur Road",Other,1 BHK,4500,,600,Unfurnished,,2022-06-04,2026-06-05 22:46:37.485506,,7.50
2952,kaggle,Nandini Layout,Other,1 BHK,9000,,500,Semi-Furnished,,2022-05-27,2026-06-05 22:46:37.485506,,18.00
2953,kaggle,Basaveshwar Nagar,Other,2 BHK,16000,,1050,Semi-Furnished,,2022-05-10,2026-06-05 22:46:37.485506,,15.24
2954,kaggle,"Chamundi Nagar, Rajajinagar",West,1 BHK,5000,,350,Unfurnished,,2022-06-04,2026-06-05 22:46:37.485506,,14.29
2955,kaggle,"Ilyas Nagar, Kumaraswamy Layout",Other,2 BHK,10000,,1000,Semi-Furnished,,2022-06-30,2026-06-05 22:46:37.485506,,10.00
2958,kaggle,Hebbal,North,2 BHK,16000,,1400,Furnished,,2022-05-19,2026-06-05 22:46:37.485506,,11.43
2959,kaggle,"Nobo Nagar, Kalena Agrahara",Other,2 BHK,17000,,1387,Semi-Furnished,,2022-05-19,2026-06-05 22:46:37.485506,,12.26
2961,kaggle,Electronic City,South,2 BHK,12000,,1020,Unfurnished,,2022-06-03,2026-06-05 22:46:37.485506,,11.76
2962,kaggle,Byrathi,Other,1 BHK,9000,,600,Semi-Furnished,,2022-05-30,2026-06-05 22:46:37.485506,,15.00
2963,kaggle,Doddanagamangala,Other,1 BHK,6000,,400,Semi-Furnished,,2022-06-04,2026-06-05 22:46:37.485506,,15.00
2965,kaggle,"Btm Layout Stage 2, BTM Layout",South,3 BHK,30000,,1400,Furnished,,2022-05-12,2026-06-05 22:46:37.485506,,21.43
2966,kaggle,"Hoodi Circle, Hoodi",Other,2 BHK,20000,,1050,Semi-Furnished,,2022-06-30,2026-06-05 22:46:37.485506,,19.05
2967,kaggle,whitefield,East,2 BHK,15000,,800,Unfurnished,,2022-07-04,2026-06-05 22:46:37.485506,,18.75
2968,kaggle,Kodi Halli,Other,2 BHK,20000,,1100,Unfurnished,,2022-06-04,2026-06-05 22:46:37.485506,,18.18
2969,kaggle,Kammanahalli,Other,3 BHK,25000,,1500,Semi-Furnished,,2022-06-04,2026-06-05 22:46:37.485506,,16.67
2970,kaggle,Yelechenahalli,Other,1 BHK,9000,,800,Semi-Furnished,,2022-06-19,2026-06-05 22:46:37.485506,,11.25
2973,kaggle,"Kattigenahalli, Bellary Road",Other,1 BHK,7000,,450,Unfurnished,,2022-06-04,2026-06-05 22:46:37.485506,,15.56
2974,kaggle,"Electronic City Phase 2, Electronic City",South,3 BHK,30000,,1425,Semi-Furnished,,2022-05-14,2026-06-05 22:46:37.485506,,21.05
2976,kaggle,Kadugodi,Other,1 BHK,8000,,700,Semi-Furnished,,2022-05-05,2026-06-05 22:46:37.485506,,11.43
2977,kaggle,Jayanagar,South,2 BHK,20000,,1100,Semi-Furnished,,2022-05-11,2026-06-05 22:46:37.485506,,18.18
2978,kaggle,"Electronic City Phase 2, Electronic City",South,3 BHK,30000,,1645,Semi-Furnished,,2022-05-23,2026-06-05 22:46:37.485506,,18.24
2979,kaggle,"Cleveland Town, Frazer Town",Other,3 BHK,120000,,3276,Semi-Furnished,,2022-05-24,2026-06-05 22:46:37.485506,,36.63
2980,kaggle,Kengeri Satellite Town,Other,1 BHK,7000,,500,Unfurnished,,2022-06-04,2026-06-05 22:46:37.485506,,14.00
2981,kaggle,Akshayanagar,Other,2 BHK,10000,,600,Furnished,,2022-06-12,2026-06-05 22:46:37.485506,,16.67
2982,kaggle,HMT Layout Nagasandra,Other,1 BHK,5000,,600,Semi-Furnished,,2022-05-10,2026-06-05 22:46:37.485506,,8.33
2983,kaggle,Begur Road,Other,3 BHK,30000,,1893,Semi-Furnished,,2022-06-20,2026-06-05 22:46:37.485506,,15.85
2984,kaggle,Nimbekaipura,Other,1 BHK,6500,,450,Unfurnished,,2022-06-20,2026-06-05 22:46:37.485506,,14.44
2991,kaggle,whitefield,East,4 BHK,130000,,4800,Semi-Furnished,,2022-07-02,2026-06-05 22:46:37.485506,,27.08
2993,kaggle,Nagarabhavi BDA complex,Other,1 BHK,70000,,800,Unfurnished,,2022-06-12,2026-06-05 22:46:37.485506,,87.50
2995,kaggle,Varanasi,Other,2 BHK,9750,,575,Semi-Furnished,,2022-06-22,2026-06-05 22:46:37.485506,,16.96
2996,kaggle,Manayata Tech Park,Other,2 BHK,23000,,1066,Unfurnished,,2022-04-29,2026-06-05 22:46:37.485506,,21.58
2997,kaggle,Munnekollal,Other,2 BHK,12000,,850,Semi-Furnished,,2022-05-10,2026-06-05 22:46:37.485506,,14.12
2998,kaggle,"Bhel Township- Malleshwaram, Malleshwaram",West,3 BHK,60000,,1550,Semi-Furnished,,2022-07-06,2026-06-05 22:46:37.485506,,38.71
2989,kaggle,"Kr Garden-Murugeshpalya, Murugeshpalya, Airport Road",East,1 BHK,16500,,600,Unfurnished,,2022-07-09,2026-06-05 22:46:37.485506,,27.50
2994,kaggle,"Murugeshpalya, Airport Road",East,1 BHK,22000,,455,Semi-Furnished,,2022-06-04,2026-06-05 22:46:37.485506,,48.35
3001,kaggle,"Murugeshpalya, Airport Road",East,1 BHK,11000,,450,Semi-Furnished,,2022-06-23,2026-06-05 22:46:37.485506,,24.44
2956,kaggle,Mahadevapura,East,1 BHK,15000,,600,Semi-Furnished,,2022-07-04,2026-06-05 22:46:37.485506,,25.00
2964,kaggle,Mahadevapura,East,1 BHK,20000,,550,Semi-Furnished,,2022-07-06,2026-06-05 22:46:37.485506,,36.36
2951,kaggle,Ramamurthy Nagar,East,2 BHK,10000,,1200,Unfurnished,,2022-06-20,2026-06-05 22:46:37.485506,,8.33
2957,kaggle,Yeshwantpur,West,1 BHK,3500,,150,Unfurnished,,2022-05-19,2026-06-05 22:46:37.485506,,23.33
2947,kaggle,Horamavu,East,2 BHK,15000,,1100,Semi-Furnished,,2022-06-17,2026-06-05 22:46:37.485506,,13.64
2971,kaggle,J P Nagar,South,2 BHK,17000,,800,Semi-Furnished,,2022-07-08,2026-06-05 22:46:37.485506,,21.25
2985,kaggle,"Jp Nagar Phase 7, J P Nagar",South,1 BHK,10000,,650,Semi-Furnished,,2022-06-20,2026-06-05 22:46:37.485506,,15.38
2990,kaggle,J P Nagar,South,1 BHK,15000,,600,Furnished,,2022-06-06,2026-06-05 22:46:37.485506,,25.00
2987,kaggle,Kanakapura Road,South,2 BHK,30000,,1296,Semi-Furnished,,2022-07-06,2026-06-05 22:46:37.485506,,23.15
2972,kaggle,Padmanabha Nagar,South,2 BHK,16500,,1200,Semi-Furnished,,2022-07-04,2026-06-05 22:46:37.485506,,13.75
2992,kaggle,"Srinagar, Banashankari",South,2 BHK,15000,,1000,Semi-Furnished,,2022-05-24,2026-06-05 22:46:37.485506,,15.00
3000,kaggle,"Srinagar, Banashankari",South,2 BHK,12000,,800,Semi-Furnished,,2022-05-05,2026-06-05 22:46:37.485506,,15.00
2986,kaggle,indiranagar near bda complex,Central,1 BHK,18000,,400,Unfurnished,,2022-06-20,2026-06-05 22:46:37.485506,,45.00
2941,kaggle,"Kaggadasapura, Indira nagar",Central,2 BHK,14000,,900,Semi-Furnished,,2022-06-02,2026-06-05 22:46:37.485506,,15.56
2988,kaggle,"Kaggadasapura, Indira nagar",Central,2 BHK,20000,,1000,Semi-Furnished,,2022-06-30,2026-06-05 22:46:37.485506,,20.00
3002,kaggle,"Coffee Board Layout, Nagavara",Other,2 BHK,19000,,1350,Semi-Furnished,,2022-06-01,2026-06-05 22:46:37.485506,,14.07
3003,kaggle,Rampura,Other,2 BHK,10000,,1350,Semi-Furnished,,2022-06-14,2026-06-05 22:46:37.485506,,7.41
3004,kaggle,"Mallathahalli, Outer Ring Road",Other,1 BHK,7500,,600,Semi-Furnished,,2022-06-04,2026-06-05 22:46:37.485506,,12.50
3005,kaggle,Basavanagudi,Other,3 BHK,55000,,2150,Semi-Furnished,,2022-07-07,2026-06-05 22:46:37.485506,,25.58
3006,kaggle,Hosakerehalli,Other,2 BHK,11000,,1080,Semi-Furnished,,2022-06-27,2026-06-05 22:46:37.485506,,10.19
3007,kaggle,Old Airport Road,Other,3 BHK,50000,,1450,Semi-Furnished,,2022-06-23,2026-06-05 22:46:37.485506,,34.48
3008,kaggle,Anantapura,Other,2 BHK,13500,,700,Unfurnished,,2022-05-23,2026-06-05 22:46:37.485506,,19.29
3009,kaggle,Bannerghatta Main Road,South,2 BHK,16500,,1200,Semi-Furnished,,2022-06-03,2026-06-05 22:46:37.485506,,13.75
3010,kaggle,"Richmond Town, Richmond Town",Central,3 BHK,120000,,2110,Unfurnished,,2022-07-01,2026-06-05 22:46:37.485506,,56.87
3012,kaggle,"Jyothi Nagar, Dooravani Nagar",Other,2 BHK,10000,,850,Semi-Furnished,,2022-07-04,2026-06-05 22:46:37.485506,,11.76
3015,kaggle,Kudlu,Other,1 BHK,11000,,600,Semi-Furnished,,2022-06-08,2026-06-05 22:46:37.485506,,18.33
3016,kaggle,Nandini Layout,Other,1 BHK,9000,,450,Unfurnished,,2022-05-27,2026-06-05 22:46:37.485506,,20.00
3017,kaggle,Frazer Town,Other,3 BHK,60000,,2080,Semi-Furnished,,2022-07-06,2026-06-05 22:46:37.485506,,28.85
3022,kaggle,Bannerghatta Main Road,South,2 BHK,17000,,1100,Semi-Furnished,,2022-06-06,2026-06-05 22:46:37.485506,,15.45
3024,kaggle,Vidyaranyapura,Other,2 BHK,16500,,1050,Furnished,,2022-07-05,2026-06-05 22:46:37.485506,,15.71
3028,kaggle,"Hmt Layout Block 4, Vidyaranyapura",Other,3 BHK,15000,,750,Semi-Furnished,,2022-05-19,2026-06-05 22:46:37.485506,,20.00
3029,kaggle,Hennur Main Road,Other,3 BHK,35000,,1600,Semi-Furnished,,2022-06-18,2026-06-05 22:46:37.485506,,21.88
3030,kaggle,Electronic City,South,2 BHK,13000,,1180,Semi-Furnished,,2022-05-10,2026-06-05 22:46:37.485506,,11.02
3031,kaggle,Kothanur,Other,2 BHK,12000,,1400,Semi-Furnished,,2022-04-29,2026-06-05 22:46:37.485506,,8.57
3032,kaggle,whitefield,East,1 BHK,10000,,750,Semi-Furnished,,2022-04-29,2026-06-05 22:46:37.485506,,13.33
3033,kaggle,Visthar,Other,2 BHK,9000,,580,Semi-Furnished,,2022-06-04,2026-06-05 22:46:37.485506,,15.52
3035,kaggle,Sarjapur Road,East,2 BHK,8900,,1100,Semi-Furnished,,2022-05-11,2026-06-05 22:46:37.485506,,8.09
3036,kaggle,Basavanagudi,Other,3 BHK,40000,,1900,Unfurnished,,2022-06-30,2026-06-05 22:46:37.485506,,21.05
3037,kaggle,"Syndicate Bank Colony, Arakere",Other,2 BHK,24000,,1105,Furnished,,2022-06-23,2026-06-05 22:46:37.485506,,21.72
3040,kaggle,Uttarahalli,Other,1 BHK,8000,,600,Semi-Furnished,,2022-05-23,2026-06-05 22:46:37.485506,,13.33
3042,kaggle,"Hennur, Hennur Bagalur Road",Other,2 BHK,27000,,1200,Semi-Furnished,,2022-07-04,2026-06-05 22:46:37.485506,,22.50
3043,kaggle,Bhuvaneswari Nagar,Other,2 BHK,17000,,900,Furnished,,2022-07-04,2026-06-05 22:46:37.485506,,18.89
3044,kaggle,"Bhel Township- Malleshwaram, Malleshwaram",West,3 BHK,50000,,1250,Semi-Furnished,,2022-07-06,2026-06-05 22:46:37.485506,,40.00
3045,kaggle,"Ews Colony, BTM Layout",South,2 BHK,14000,,800,Unfurnished,,2022-06-22,2026-06-05 22:46:37.485506,,17.50
3046,kaggle,Peenya 2nd Stage,Other,1 BHK,5000,,500,Unfurnished,,2022-05-14,2026-06-05 22:46:37.485506,,10.00
3047,kaggle,"Electronic City Phase 2, Electronic City",South,2 BHK,8000,,600,Semi-Furnished,,2022-04-28,2026-06-05 22:46:37.485506,,13.33
3050,kaggle,Kogilu,Other,3 BHK,20000,,1252,Semi-Furnished,,2022-07-07,2026-06-05 22:46:37.485506,,15.97
3051,kaggle,"Bhel Layout, Rajarajeshwari Nagar",Other,2 BHK,11000,,1200,Semi-Furnished,,2022-05-20,2026-06-05 22:46:37.485506,,9.17
3052,kaggle,Kamala Nagar,Other,2 BHK,8500,,440,Furnished,,2022-05-14,2026-06-05 22:46:37.485506,,19.32
3054,kaggle,Kodigenahalli,Other,2 BHK,15000,,1200,Furnished,,2022-06-04,2026-06-05 22:46:37.485506,,12.50
3055,kaggle,Begur,Other,2 BHK,11000,,950,Semi-Furnished,,2022-05-18,2026-06-05 22:46:37.485506,,11.58
3056,kaggle,Battarahalli,Other,2 BHK,11000,,800,Unfurnished,,2022-06-27,2026-06-05 22:46:37.485506,,13.75
3057,kaggle,Budigere Cross,Other,2 BHK,9000,,1000,Semi-Furnished,,2022-05-24,2026-06-05 22:46:37.485506,,9.00
3058,kaggle,"Dollars Colony-Rmv Extension Stage 2, RMV Extension Stage 2",Other,3 BHK,120000,,2770,Semi-Furnished,,2022-07-09,2026-06-05 22:46:37.485506,,43.32
3062,kaggle,"Itpl, Whitefield",East,1 BHK,18000,,600,Furnished,,2022-05-27,2026-06-05 22:46:37.485506,,30.00
3063,kaggle,"Hsr Layout Sector 6, HSR Layout",South,3 BHK,45000,,2200,Semi-Furnished,,2022-05-27,2026-06-05 22:46:37.485506,,20.45
3066,kaggle,Bommanahalli,South,2 BHK,15000,,1180,Semi-Furnished,,2022-05-19,2026-06-05 22:46:37.485506,,12.71
3065,kaggle,Ramamurthy Nagar,East,2 BHK,10000,,1200,Semi-Furnished,,2022-06-20,2026-06-05 22:46:37.485506,,8.33
3026,kaggle,"Horamavu Agara, Hormavu",East,2 BHK,12000,,800,Semi-Furnished,,2022-07-06,2026-06-05 22:46:37.485506,,15.00
3023,kaggle,Banaswadi,East,1 BHK,8000,,350,Unfurnished,,2022-05-19,2026-06-05 22:46:37.485506,,22.86
3027,kaggle,"Jp Nagar Phase 7, J P Nagar",South,2 BHK,17000,,700,Semi-Furnished,,2022-05-19,2026-06-05 22:46:37.485506,,24.29
3013,kaggle,"Bikasipura, kanakapura Road",South,1 BHK,7000,,400,Unfurnished,,2022-05-10,2026-06-05 22:46:37.485506,,17.50
3014,kaggle,Gottigere,South,1 BHK,18000,,800,Furnished,,2022-06-04,2026-06-05 22:46:37.485506,,22.50
3048,kaggle,Gottigere Main Rd,South,3 BHK,20000,,904,Furnished,,2022-05-19,2026-06-05 22:46:37.485506,,22.12
3020,kaggle,Padmanabha Nagar,South,2 BHK,16000,,1100,Semi-Furnished,,2022-06-04,2026-06-05 22:46:37.485506,,14.55
3039,kaggle,Padmanabha Nagar,South,2 BHK,16000,,1281,Semi-Furnished,,2022-06-13,2026-06-05 22:46:37.485506,,12.49
3061,kaggle,Padmanabha Nagar,South,1 BHK,5000,,144,Semi-Furnished,,2022-05-23,2026-06-05 22:46:37.485506,,34.72
3011,kaggle,Bilekahalli,South,1 BHK,7000,,500,Semi-Furnished,,2022-07-04,2026-06-05 22:46:37.485506,,14.00
3059,kaggle,Bilekahalli,South,2 BHK,15000,,800,Semi-Furnished,,2022-06-04,2026-06-05 22:46:37.485506,,18.75
3019,kaggle,Banashankari,South,2 BHK,12500,,650,Semi-Furnished,,2022-05-10,2026-06-05 22:46:37.485506,,19.23
3025,kaggle,"Banashankari Stage 3, Banashankari",South,2 BHK,13000,,600,Semi-Furnished,,2022-06-27,2026-06-05 22:46:37.485506,,21.67
3021,kaggle,Indira Nagar,Central,2 BHK,30000,,1025,Semi-Furnished,,2022-06-16,2026-06-05 22:46:37.485506,,29.27
3064,kaggle,Indira Nagar,Central,2 BHK,21000,,1005,Semi-Furnished,,2022-07-07,2026-06-05 22:46:37.485506,,20.90
3060,kaggle,Mathikere,North,1 BHK,7000,,400,Semi-Furnished,,2022-06-20,2026-06-05 22:46:37.485506,,17.50
3038,kaggle,"Jalahalli, Jalahalli, Outer Ring Road",North,2 BHK,18500,,1080,Furnished,,2022-07-05,2026-06-05 22:46:37.485506,,17.13
3067,kaggle,T Dasarahalli,Other,2 BHK,11000,,900,Semi-Furnished,,2022-05-19,2026-06-05 22:46:37.485506,,12.22
3068,kaggle,Hosa Road Junction,Other,1 BHK,7500,,500,Semi-Furnished,,2022-06-30,2026-06-05 22:46:37.485506,,15.00
3069,kaggle,"East Of Ngef Layout, Bennigana Halli",Other,3 BHK,22000,,1100,Semi-Furnished,,2022-07-08,2026-06-05 22:46:37.485506,,20.00
3071,kaggle,Parappana Agrahara,Other,1 BHK,6000,,400,Semi-Furnished,,2022-05-27,2026-06-05 22:46:37.485506,,15.00
3072,kaggle,"Ags Layout, Hebbal",North,2 BHK,20000,,1250,Semi-Furnished,,2022-05-27,2026-06-05 22:46:37.485506,,16.00
3073,kaggle,Marathahalli,East,2 BHK,18000,,600,Unfurnished,,2022-05-23,2026-06-05 22:46:37.485506,,30.00
3076,kaggle,whitefield,East,2 BHK,36000,,1200,Furnished,,2022-06-16,2026-06-05 22:46:37.485506,,30.00
3077,kaggle,Chikkalasandra,Other,1 BHK,7500,,400,Unfurnished,,2022-06-20,2026-06-05 22:46:37.485506,,18.75
3079,kaggle,Doddabanahalli,Other,3 BHK,18000,,1100,Semi-Furnished,,2022-06-04,2026-06-05 22:46:37.485506,,16.36
3080,kaggle,"Electronic City Phase 2, Electronic City",South,1 BHK,6500,,700,Unfurnished,,2022-06-30,2026-06-05 22:46:37.485506,,9.29
3081,kaggle,Chikkabanavara,Other,2 BHK,6000,,600,Semi-Furnished,,2022-07-04,2026-06-05 22:46:37.485506,,10.00
3082,kaggle,Kodigenahalli,Other,2 BHK,18000,,1200,Semi-Furnished,,2022-06-09,2026-06-05 22:46:37.485506,,15.00
3083,kaggle,"Shivananda Nagar, Vijayanagar",South,2 BHK,12000,,900,Semi-Furnished,,2022-06-16,2026-06-05 22:46:37.485506,,13.33
3084,kaggle,"Jaya Nagar Block 8, Jayanagar",South,3 BHK,75000,,1850,Semi-Furnished,,2022-05-12,2026-06-05 22:46:37.485506,,40.54
3085,kaggle,Kammanahalli,Other,2 BHK,25000,,900,Unfurnished,,2022-06-04,2026-06-05 22:46:37.485506,,27.78
3086,kaggle,Hulimavu,Other,2 BHK,20000,,1050,Semi-Furnished,,2022-06-16,2026-06-05 22:46:37.485506,,19.05
3087,kaggle,Vidyaranyapura,Other,2 BHK,8000,,1200,Semi-Furnished,,2022-05-27,2026-06-05 22:46:37.485506,,6.67
3088,kaggle,Electronic City,South,2 BHK,11000,,600,Unfurnished,,2022-05-27,2026-06-05 22:46:37.485506,,18.33
3089,kaggle,"Dodda Nekkundi Extension, Kartik Nagar, Outer Ring Road",Other,3 BHK,65000,,1480,Furnished,,2022-07-09,2026-06-05 22:46:37.485506,,43.92
3090,kaggle,Kasturi Nagar,Other,1 BHK,6000,,400,Semi-Furnished,,2022-05-23,2026-06-05 22:46:37.485506,,15.00
