bhk_encoded,furnishing_encoded,log_sqft,locality_count,zone_target_enc,zone_x_furnishing,rent_monthly,locality,city_zone
3,1,7.389563953677635,3,26074.074074074073,26074.074074074073,40000,Yelahanka New Town,North
1,1,6.2166061010848646,1,19117.6,19117.6,10000,Marathahalli-Sarjapur Outer Ring Road,East
3,2,7.313886831633462,12,26074.074074074073,52148.148148148146,110000,Hebbal,North
3,0,7.365812837209472,1,20297.224390243904,0.0,50000,Koramangala 8Th Block,South
1,1,6.111467339502679,1,29882.352941176472,29882.352941176472,11000,Krishna Reddy Layout -Domlur,Central
2,0,6.478509642208569,12,20297.224390243904,0.0,13500,Vijayanagar,South
2,0,6.803505257608338,10,36703.846153846156,0.0,18500,Rajajinagar,West
3,1,7.467942332285852,1,26074.074074074073,26074.074074074073,30000,"Chowdeshwari Layout, Yelahanka",North
3,1,7.576097340623111,1,20297.224390243904,20297.224390243904,100000,Koramangala Block 3,South
3,0,7.444833273892193,1,26074.074074074073,0.0,60000,"Ambedkar Colony, Yelahanka",North
2,1,6.825460036255307,8,26074.074074074073,26074.074074074073,15000,Yelahanka,North
1,1,5.707110264748875,8,20297.224390243904,20297.224390243904,8500,Bommanahalli,South
3,1,7.415175109613295,1,20297.224390243904,20297.224390243904,20000,"Doddathoguru, Electronic City",South
1,1,6.054439346269371,14,19117.6,19117.6,9000,"Murugeshpalya, Airport Road",East
1,1,6.398594934535208,2,19117.6,19117.6,15000,"A Narayanapura, Mahadevapura",East
2,1,6.97166860472579,6,19117.6,19117.6,18000,Horamavu,East
3,1,7.3783837129967145,7,19117.6,19117.6,28000,Banaswadi,East
3,1,7.53689712956617,3,20297.224390243904,20297.224390243904,30000,"Jp Nagar Phase 1, J P Nagar",South
3,1,7.226209010100671,8,20297.224390243904,20297.224390243904,22000,Kanakapura Road,South
2,1,6.7464121285733745,6,20297.224390243904,20297.224390243904,18000,Padmanabha Nagar,South
1,1,6.478509642208569,5,20297.224390243904,20297.224390243904,7000,Rayasandra,South
2,1,6.68586094706836,2,20297.224390243904,20297.224390243904,14000,"Banashankari Stage 2, Banashankari",South
2,1,6.55250788703459,6,36703.846153846156,36703.846153846156,15000,Yeshwantpur,West
1,1,5.707110264748875,12,26074.074074074073,26074.074074074073,6500,Hebbal,North
1,2,6.55250788703459,1,29882.352941176472,59764.705882352944,24000,"Domlur, Domlur",Central
1,0,5.5254529391317835,12,20297.224390243904,0.0,4000,Vijayanagar,South
1,1,6.2166061010848646,6,20297.224390243904,20297.224390243904,12000,"Electronics City Phase 1, Electronic City",South
1,0,5.860786223465865,7,20297.224390243904,0.0,9000,Btm Layout,South
4,1,6.90875477931522,11,20297.224390243904,20297.224390243904,14000,"Electronic City Phase 2, Electronic City",South
2,0,7.0909098220799835,12,20297.224390243904,0.0,12000,Vijayanagar,South
2,0,6.8308742346461795,24,20297.224390243904,0.0,10000,Electronic City,South
3,1,7.783640596221253,9,20297.224390243904,20297.224390243904,60000,Koramangala,South
3,1,7.313886831633462,12,26074.074074074073,26074.074074074073,35000,Hebbal,North
2,1,6.792344427470809,8,26074.074074074073,26074.074074074073,20000,Yelahanka,North
3,1,7.8636512654486515,12,26074.074074074073,26074.074074074073,85000,Hebbal,North
2,1,7.048386408721883,24,20297.224390243904,20297.224390243904,22000,Electronic City,South
1,1,6.111467339502679,11,20297.224390243904,20297.224390243904,7000,"Electronic City Phase 2, Electronic City",South
2,1,6.8885724595653635,8,26074.074074074073,26074.074074074073,20000,Yelahanka,North
2,0,6.68586094706836,3,20297.224390243904,0.0,11000,"Panduranga Nagar, bannerghatta main Road",South
3,1,7.53955882930103,12,19117.6,19117.6,42000,whitefield,East
1,1,6.398594934535208,2,26074.074074074073,26074.074074074073,8500,Sahakara Nagar,North
2,1,6.85751406254539,1,26074.074074074073,26074.074074074073,12500,Yelahanka Dodda Ballapur Road,North
1,0,6.2166061010848646,12,20297.224390243904,0.0,6000,Vijayanagar,South
3,1,7.779466967458324,10,36703.846153846156,36703.846153846156,120000,Rajajinagar,West
3,1,7.489412083508719,2,20297.224390243904,20297.224390243904,55000,Koramangala Block 4,South
2,1,7.1316985104669115,24,20297.224390243904,20297.224390243904,19000,Electronic City,South
2,1,7.0909098220799835,13,19117.6,19117.6,22000,Mahadevapura,East
3,1,7.208600337960199,13,19117.6,19117.6,26000,Mahadevapura,East
1,1,6.398594934535208,13,19117.6,19117.6,11000,Mahadevapura,East
1,1,6.398594934535208,12,19117.6,19117.6,7000,Ramamurthy Nagar,East
1,1,4.61512051684126,1,19117.6,19117.6,4000,"Itc Colony, Maruthi Sevanagar",East
2,1,6.7464121285733745,3,20297.224390243904,20297.224390243904,16000,"Jp Nagar Phase 1, J P Nagar",South
2,0,6.398594934535208,6,20297.224390243904,0.0,11000,Gottigere,South
2,1,6.2166061010848646,5,20297.224390243904,20297.224390243904,9250,Banashankari,South
1,1,6.478509642208569,1,20297.224390243904,20297.224390243904,8000,"Srinivasa Nagar-Banashankari, Banashankari",South
1,1,6.311734809152915,9,20297.224390243904,20297.224390243904,12000,Koramangala,South
2,1,7.00397413672268,3,20297.224390243904,20297.224390243904,30000,Hsr Layout,South
1,1,5.707110264748875,1,20297.224390243904,20297.224390243904,4500,"Virat Nagar, Bommanahalli",South
2,1,6.928537818164665,8,20297.224390243904,20297.224390243904,17000,Bommanahalli,South
1,0,6.398594934535208,9,20297.224390243904,0.0,12000,Koramangala,South
1,2,5.993961427306569,1,36703.846153846156,73407.69230769231,6000,"Vyalikaval, Malleshwaram",West
2,1,6.68586094706836,12,20297.224390243904,20297.224390243904,14000,Vijayanagar,South
2,1,7.496097345175956,4,26074.074074074073,26074.074074074073,18000,Hebbal Kempapura,North
2,1,7.052721049232323,19,19117.6,19117.6,16000,K R Puram,East
2,1,6.7464121285733745,19,19117.6,19117.6,14500,K R Puram,East
2,1,7.0909098220799835,19,19117.6,19117.6,10000,K R Puram,East
3,1,6.90875477931522,19,19117.6,19117.6,13000,K R Puram,East
2,1,7.00397413672268,19,19117.6,19117.6,14000,K R Puram,East
1,1,6.90875477931522,19,19117.6,19117.6,10000,K R Puram,East
3,2,7.208600337960199,19,19117.6,38235.2,30000,K R Puram,East
2,1,6.580639137284949,19,19117.6,19117.6,8500,K R Puram,East
2,1,6.90875477931522,19,19117.6,19117.6,11000,K R Puram,East
1,0,5.860786223465865,19,19117.6,0.0,6000,K R Puram,East
2,0,6.966967138613983,19,19117.6,0.0,17000,K R Puram,East
2,1,6.621405651764134,19,19117.6,19117.6,13000,K R Puram,East
1,1,6.594413459749778,19,19117.6,19117.6,8500,K R Puram,East
2,1,6.803505257608338,19,19117.6,19117.6,14000,K R Puram,East
2,1,6.398594934535208,19,19117.6,19117.6,11000,K R Puram,East
2,1,6.90875477931522,19,19117.6,19117.6,12000,K R Puram,East
2,1,6.398594934535208,19,19117.6,19117.6,7500,K R Puram,East
2,1,7.00397413672268,19,19117.6,19117.6,18000,K R Puram,East
1,1,6.100318952020064,14,19117.6,19117.6,9000,"Murugeshpalya, Airport Road",East
1,1,6.077642243349034,14,19117.6,19117.6,15000,"Murugeshpalya, Airport Road",East
1,1,6.1224928095143865,14,19117.6,19117.6,15000,"Murugeshpalya, Airport Road",East
1,1,6.077642243349034,14,19117.6,19117.6,14000,"Murugeshpalya, Airport Road",East
1,1,6.089044875446846,14,19117.6,19117.6,14000,"Murugeshpalya, Airport Road",East
1,1,6.311734809152915,13,19117.6,19117.6,11500,Mahadevapura,East
2,1,6.68586094706836,13,19117.6,19117.6,8000,Mahadevapura,East
2,2,7.244941546337007,12,19117.6,38235.2,15000,Ramamurthy Nagar,East
2,2,6.803505257608338,12,19117.6,38235.2,12500,Ramamurthy Nagar,East
2,2,6.85751406254539,12,19117.6,38235.2,16000,Ramamurthy Nagar,East
2,0,7.0909098220799835,12,19117.6,0.0,14000,Ramamurthy Nagar,East
1,1,6.111467339502679,2,19117.6,19117.6,10000,"Malleshpalya, Kaggadasapura",East
2,1,6.7464121285733745,5,20297.224390243904,20297.224390243904,22000,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",South
3,1,7.313886831633462,8,29882.352941176472,29882.352941176472,25000,"Kaggadasapura, Indira nagar",Central
2,1,7.00397413672268,8,29882.352941176472,29882.352941176472,30000,"Kaggadasapura, Indira nagar",Central
3,1,7.244941546337007,5,26074.074074074073,26074.074074074073,24000,"Jalahalli, Jalahalli, Outer Ring Road",North
2,0,6.90875477931522,6,36703.846153846156,0.0,30000,Yeshwantpur,West
2,1,7.017506142941256,1,19117.6,19117.6,22500,"Abbiareddy Layout, Kaggadasapura",East
2,1,6.478509642208569,1,19117.6,19117.6,14500,"Maruthi Nagar-Kaggadasapura, Kaggadasapura",East
2,1,7.074116816197362,7,19117.6,19117.6,20000,C V Raman Nagar,East
2,1,6.7464121285733745,6,19117.6,19117.6,15000,Horamavu,East
2,2,7.00397413672268,5,19117.6,38235.2,30000,Maruthi Sevanagar,East
2,0,6.90875477931522,1,19117.6,0.0,17500,"Dodda Banaswadi, Banaswadi",East
2,1,6.90875477931522,1,20297.224390243904,20297.224390243904,19000,"Rbi Layout, J P Nagar",South
1,0,5.8888779583328805,8,20297.224390243904,0.0,7000,J P Nagar,South
2,1,7.0909098220799835,11,20297.224390243904,20297.224390243904,11500,"Jp Nagar Phase 7, J P Nagar",South
1,1,5.303304908059076,1,20297.224390243904,20297.224390243904,7000,"Jp Nagar Phase 2, J P Nagar",South
3,1,7.496097345175956,11,20297.224390243904,20297.224390243904,29000,"Jp Nagar Phase 7, J P Nagar",South
1,1,6.311734809152915,11,20297.224390243904,20297.224390243904,11000,"Jp Nagar Phase 7, J P Nagar",South
2,1,6.90875477931522,11,20297.224390243904,20297.224390243904,18000,"Jp Nagar Phase 7, J P Nagar",South
2,2,7.297091005160418,1,20297.224390243904,40594.44878048781,25500,"Royal Lakefront Phase-3 North, JP Nagar Phase 8",South
3,1,7.601402334583733,2,20297.224390243904,20297.224390243904,30000,"Jp Nagar Phase 6, J P Nagar, Outer Ring Road",South
2,1,6.55250788703459,5,20297.224390243904,20297.224390243904,10000,"Jp Nagar Phase 5, J P Nagar, Outer Ring Road",South
3,1,7.3783837129967145,1,20297.224390243904,20297.224390243904,22500,"Bohra Layout, Gottigere, bannerghatta main Road",South
2,1,6.621405651764134,2,20297.224390243904,20297.224390243904,15000,"Banashankari Stage 2, Banashankari",South
3,1,7.244941546337007,8,29882.352941176472,29882.352941176472,25000,"Kaggadasapura, Indira nagar",Central
2,1,6.90875477931522,8,29882.352941176472,29882.352941176472,16000,"Kaggadasapura, Indira nagar",Central
